Name	Source	ChineseName	ChineseEffect	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Vulpine		奸诈	受损生命转法力7%-12%	0	1	1	9		6				0	107	dmg-to-mana	0	10	10									lred	shld	amul											0	0
Tireless		不倦	耐力恢复25%	0	1	1	14		10				0	109	regen-stam	0	50	50									lred	boot												0	0
Rugged		凹凸	耐力12-24	0	1	1	14		10				0	110	stam	0	5	10									lred	boot	glov	belt	ring	amul								0	0
Bronze		青铜	命中6-12	0	1	1	1	15	1				0	111	att	0	10	20									lred	weap	ring	glov	amul									0	0
Iron		铁	命中43-57	0	1	1	4	20	3				0	111	att	0	21	40									lred	weap	ring											0	0
Steel		钢	命中88-102	0	1	1	8	25	6				0	111	att	0	41	60									lred	weap	ring											0	0
Silver		银	命中61-80	0	1	1	12	30	9				0	111	att	0	61	80									lred	weap	ring											0	0
Gold		金	命中81-100	0	1	1	17	35	12				0	111	att	0	81	100									lred	weap												0	0
Platinum		白金	命中101-120	0	1	1	22		16				0	111	att	0	101	120									lred	weap	ring											0	0
Meteoric		陨铁	命中121-150	0	1	1	27		20				0	111	att	0	121	150									lred	weap	ring						staf	wand				0	0
Sharp		尖锐	命中49-76，最大伤害7-10	0	1	1	5	20	3				0	112	att	0	10	20	dmg%	0	10	20					lred	weap												0	0
Fine		精良	命中10-20，最大伤害1-3	0	1	1	9	25	6				0	112	att	0	21	40	dmg%	0	21	30					lred	weap												0	0
Warrior's		战士	命中41-60，最大伤害31%-40%	0	1	1	15	30	11				0	112	att	0	41	60	dmg%	0	31	40					lred	weap												0	0
Soldier's		士兵	命中61-80，最大伤害41%-50%	0	1	1	21	35	15				0	112	att	0	61	80	dmg%	0	41	50					lred	weap												0	0
Knight's		骑士	命中81-100，最大伤害51%-65%	0	1	1	25	40	18				0	112	att	0	81	100	dmg%	0	51	65					lred	weap	tors											0	0
Lord's		君王	命中101-120，最大伤害66%-80%	0	1	1	30		22				0	112	att	0	101	120	dmg%	0	66	80					lred	weap	tors						staf	wand				0	0
King's		国王	命中121-150，最大伤害81%-100%	0	1	1	35		26				0	112	att	0	121	150	dmg%	0	81	100					lred	weap	tors						staf	wand				0	0
Howling		咆哮	击中逃跑50%	0	1	1	16		12				0	113	howl	0	128	128									lred	miss							miss					0	0
Fortuitous		偶然	寻宝11%-15%	0	1	1	5		3				0	114	mag%	0	10	15									lred	ring	amul											0	0
Glimmering		微光	照明1	0	1	1	1		1				0	116	light	0	1	1									lred	wand	staf	ring	amul									0	0
Glowing		发光	照明2	0	1	1	6		4				0	116	light	0	2	2									lred	wand	staf	ring	amul									0	0
Lizard's		蜥蜴	法力3-7	0	1	1	3		2				0	118	mana	0	1	7									lred	armo	ring	amul	rod				boot	glov				0	0
Snake's		毒蛇	法力21-26	0	1	1	6		4				0	118	mana	0	5	10									lred	shld	rod	belt	ring	amul								0	0
Serpent's		海蛇	法力40-46	0	1	1	14		10				0	118	mana	0	11	20									lred	shld	rod	belt	ring	amul								0	0
Serpent's		海蛇	法力40-46	0	1	1	37		27				0	118	mana	0	16	30									lred	tors	helm	boot	glov	mele			h2h	rod				0	0
Drake's		蜉蝣	法力21-30	0	1	1	20		15				0	118	mana	0	31	45									lred	rod	ring	amul	belt									0	0
Dragon's		龙	法力31-40	0	1	1	24		18				0	118	mana	0	46	60									lred	rod	ring	amul										0	0
Dragon's		龙	法力31-40	0	1	1	52		39				0	118	mana	0	46	60									lred	tors	helm	boot	glov									0	0
Wyrm's		飞龙	法力41-60	0	1	1	30		22				0	118	mana	0	61	90									lred	rod	ring	amul										0	0
Prismatic		棱镜	全抗16-20	0	1	1	27		20				0	120	res-all	0	15	25									lred	amul												0	0
Prismatic		棱镜	全抗16-20	0	1	1	62		46				0	120	res-all	0	15	15									lred	ring												0	0
Azure		天青	冰抗7-15	0	1	1	5		3				0	121	res-cold	0	5	10									lred	armo	rod	miss	ring	amul								0	0
Lapis		碧蓝	冰抗16-20	0	1	1	12		9				0	121	res-cold	0	11	20									lred	armo	ring	amul	rod									0	0
Lapis		碧蓝	冰抗16-20	0	1	1	35		26				0	121	res-cold	0	11	20									lred	rod	glov						rod					0	0
Cobalt		钴	冰抗21-25	0	1	1	18		13				0	121	res-cold	0	21	30									lred	armo	ring	amul	rod				glov					0	0
Cobalt		钴	冰抗21-25	0	1	1	55		41				0	121	res-cold	0	21	30									lred	rod	glov						rod					0	0
Sapphire		蔚蓝	冰抗26-30	0	1	1	25		18				0	121	res-cold	0	31	50									lred	rod	boot	ring	amul	miss			scep					0	0
Crimson		枣红	最小伤害5-8	0	1	1	5		3				0	122	res-fire	0	5	10									lred	armo	rod	miss	ring	amul	amul							0	0
Burgundy		N/A	N/A	0	1	1	12		9				0	122	res-fire	0	11	20									lred	armo	rod	ring	amul	amul								0	0
Burgundy		N/A	N/A	0	1	1	35		26				0	122	res-fire	0	11	20									lred	rod							rod					0	0
Garnet		深红	火抗21-25	0	1	1	18		13				0	122	res-fire	0	21	30									lred	armo	rod	ring	amul				glov					0	0
Garnet		深红	火抗21-25	0	1	1	55		41				0	122	res-fire	0	21	30									lred	rod	glov						rod					0	0
Ruby		红宝石	伤害31%-40%	0	1	1	25		18				0	122	res-fire	0	31	50									lred	wand	staf	boot	ring	amul								0	0
Ocher		赭黄	电抗16-20	0	1	1	5		3				0	123	res-ltng	0	5	10									lred	armo	rod	ring	amul	miss								0	0
Tangerine		红柑	电抗7-15	0	1	1	12		9				0	123	res-ltng	0	11	20									lred	armo	ring	amul	rod									0	0
Tangerine		红柑	电抗7-15	0	1	1	35		26				0	123	res-ltng	0	11	20									lred	rod							rod					0	0
Coral		珊瑚	电抗21-25	0	1	1	18		13				0	123	res-ltng	0	21	30									lred	armo	ring	amul	rod				glov					0	0
Coral		珊瑚	电抗21-25	0	1	1	55		41				0	123	res-ltng	0	21	30									lred	rod	glov						rod					0	0
Amber		琥珀	电抗26-30	0	1	1	25		18				0	123	res-ltng	0	31	50									lred	armo	ring	amul	staf	wand			shld	glov				0	0
Beryl		海蓝	毒抗7-15	0	1	1	5		3				0	124	res-pois	0	5	10									lred	armo	ring	amul	scep	staf	miss							0	0
Jade		翠绿	毒抗21-25	0	1	1	12		9				0	124	res-pois	0	11	20									lred	armo	ring	amul	scep	staf								0	0
Jade		翠绿	毒抗21-25	0	1	1	35		26				0	124	res-pois	0	11	20									lred	rod	ring						staf	scep				0	0
Viridian		铬绿	毒抗16-20	0	1	1	18		13				0	124	res-pois	0	21	30									lred	tors	helm	shld	scep	staf	ring	amul						0	0
Viridian		铬绿	毒抗16-20	0	1	1	55		41				0	124	res-pois	0	21	30									lred	rod	boot	glov	belt				staf	scep				0	0
Emerald		祖母绿	寻宝3%-7%	0	1	1	25		18				0	124	res-pois	0	31	50									lred	scep	ring	amul										0	0
Fletcher's		制箭者	弓和十字弓技能1	0	1	1	30		22				0	125	ama	0	1	1									lred	miss	amul											0	0
Archer's		弓箭手	弓和十字弓技能3	0	1	1	40		30				0	125	ama	0	2	2									lgrn	miss												0	0
Archer's		弓箭手	弓和十字弓技能3	0	1	1	90		67				0	125	ama	0	2	2									lgrn	amul												0	0
Monk's		僧人	圣骑士技能1	0	1	1	30		22				0	126	pal	0	1	1									lred	scep	amul											0	0
Priest's		牧师	圣骑士技能2	0	1	1	40		30				0	126	pal	0	2	2									lgrn	scep												0	0
Priest's		牧师	圣骑士技能2	0	1	1	90		67				0	126	pal	0	2	2									lgrn	amul												0	0
Summoner's		召唤者	死灵法师技能1	0	1	1	30		22				0	127	nec	0	1	1									lred	wand	amul											0	0
Necromancer's		死灵法师	死灵法师技能2	0	1	1	40		30				0	127	nec	0	2	2									lgrn	wand												0	0
Necromancer's		死灵法师	死灵法师技能2	0	1	1	90		67				0	127	nec	0	2	2									lgrn	amul												0	0
Angel's		天使	女巫技能1	0	1	1	30		22				0	128	sor	0	1	1									lred	staf	amul											0	0
Arch-Angel's		大天使	女巫技能2	0	1	1	40		30				0	128	sor	0	2	2									lgrn	staf												0	0
Arch-Angel's		大天使	女巫技能2	0	1	1	90		67				0	128	sor	0	2	2									lgrn	amul												0	0
Slayer's		屠杀者	野蛮人技能1	0	1	1	30		22				0	129	bar	0	1	1									lred	mele	amul						rod	h2h				0	0
Berserker's		狂战士	野蛮人技能2	0	1	1	40		30				0	129	bar	0	2	2									lgrn	mele							rod	h2h				0	0
Berserker's		狂战士	野蛮人技能2	0	1	1	90		67				0	129	bar	0	2	2									lgrn	amul												0	0
Triumphant		成功	杀怪后获取法力1	0	1	1	3		2				0	132	mana-kill	0	1	1									lred	mele	ring											0	0
Expansion																																									
Stout		坚固	防御3-5	100	1	1	1		1				4	101	ac		3	5									lred	lcha												0	0
Stout		坚固	防御3-5	100	1	1	7		5				4	101	ac		6	9									lred	lcha												0	0
Stout		坚固	防御3-5	100	1	1	12		9				4	101	ac		10	12									lred	lcha												0	0
Burly		魁梧	防御13-15	100	1	1	17		12				4	101	ac		13	15									lred	lcha												0	0
Burly		魁梧	防御13-15	100	1	1	22		16				4	101	ac		16	22									lred	lcha												0	0
Burly		魁梧	防御13-15	100	1	1	27		20				4	101	ac		23	30									lred	lcha												0	0
Stalwart		健壮	防御33-40	100	1		32		24				4	101	ac		33	40									lred	lcha												0	0
Stalwart		健壮	防御33-40	100	1		37		29				4	101	ac		44	50									lred	lcha												0	0
Stalwart		健壮	防御33-40	100	1		42		34				4	101	ac		60	100									lred	lcha												0	0
Stout		坚固	防御3-5	100	1	1	1		1				4	101	ac		2	3									lred	mcha												0	0
Stout		坚固	防御3-5	100	1	1	14		10				4	101	ac		4	6									lred	mcha												0	0
Stout		坚固	防御3-5	100	1	1	20		15				4	101	ac		8	12									lred	mcha												0	0
Burly		魁梧	防御13-15	100	1	1	26		19				4	101	ac		13	18									lred	mcha												0	0
Burly		魁梧	防御13-15	100	1	1	32		24				4	101	ac		20	30									lred	mcha												0	0
Stalwart		健壮	防御33-40	100	1		38		30				4	101	ac		30	40									lred	mcha												0	0
Stalwart		健壮	防御33-40	100	1		45		37				4	101	ac		45	60									lred	mcha												0	0
Stout		坚固	防御3-5	100	1	1	1		1				4	101	ac		1	1									lred	scha												0	0
Stout		坚固	防御3-5	100	1	1	21		15				4	101	ac		4	8									lred	scha												0	0
Burly		魁梧	防御13-15	100	1	1	36		28				4	101	ac		15	20									lred	scha												0	0
Stalwart		健壮	防御33-40	100	1		48		40				4	101	ac		20	30									lred	scha												0	0
Blanched		白化	防御5-8	100	1	1	1		1				4	101	ac		5	8									lred	jewl												0	0
Eburin		类象牙	防御9-20	100	1	1	16		12				4	101	ac		9	20									lred	jewl												0	0
Bone		白骨	防御21-40	100	1	1	32		24				4	101	ac		21	40									lred	jewl												0	0
Ivory		象牙	防御41-64	100	1		64		56				4	101	ac		41	64									lred	jewl												0	0
Sturdy		结实	防御10%-20%	1	1	1	1		1				9	101	ac%		10	20									lred	armo												0	0
Sturdy		结实	防御10%-20%	1	1	1	4		3				9	101	ac%		21	30									lred	armo												0	0
Strong		强壮	防御31%-40%	1	1	1	9		6				8	101	ac%		31	40									lred	armo												0	0
Glorious		光荣	防御41%-50%	1	1	1	19		14				8	101	ac%		41	50									lred	armo												0	0
Blessed		祝福	防御51%-65%	1	1	1	25		18				7	101	ac%		51	65									lred	armo												0	0
Saintly		崇高	防御66%-80%	1	1	1	31		23				7	101	ac%		66	80									lred	armo												0	0
Holy		神圣	防御81%-100%	1	1	1	36		27				6	101	ac%		81	100									lred	armo												0	0
Godly		神	防御101%-200%	100	1		45		38				3	101	ac%		101	200									lred	armo												0	0
Devious		N/A	0	1	0	1	7		5				5	102	red-mag		1	1									lred	shld	circ	orb	wand	staf								0	0
Blank		N/A	0	1	0	1	14		10				4	102	red-mag		2	2									lred	shld	circ	orb	wand	staf								0	0
Null		N/A	0	100	0	1	21		16				4	102	red-mag		3	5									lred	shld	circ											0	0
Antimagic		N/A	0	100	0		28		21				4	102	red-mag		6	10									lred	shld	circ											0	0
Red		红	最小伤害1-2	100	0	1	4		3				4	103	dmg-min		1	2									lred	lcha												0	0
Red		红	最小伤害1-2	100	0	1	16		12				4	103	dmg-min		3	3									lred	lcha												0	0
Sanguinary		嗜杀	最小伤害4	100	0	1	28		21				4	103	dmg-min		4	4									lred	lcha												0	0
Sanguinary		嗜杀	最小伤害4	100	0	1	40		32				4	103	dmg-min		5	6									lred	lcha												0	0
Bloody		血腥	最小伤害7-8	100	0		52		46				4	103	dmg-min		7	8									lred	lcha												0	0
Red		红	最小伤害1-2	100	0	1	11		8				4	103	dmg-min		1	2									lred	mcha												0	0
Sanguinary		嗜杀	最小伤害4	100	0	1	33		25				4	103	dmg-min		3	3									lred	mcha												0	0
Bloody		血腥	最小伤害7-8	100	0		55		47				4	103	dmg-min		4	4									lred	mcha												0	0
Red		红	最小伤害1-2	100	0	1	24		16				4	103	dmg-min		1	1									lred	scha												0	0
Sanguinary		嗜杀	最小伤害4	100	0	1	41		33				4	103	dmg-min		2	2									lred	scha												0	0
Bloody		血腥	最小伤害7-8	100	0		58		50				4	103	dmg-min		3	3									lred	scha												0	0
Scarlet		猩红	最小伤害1-4	100	1	1	8		6				4	103	dmg-min		1	4									lred	jewl												0	0
Crimson		枣红	最小伤害5-8	100	1	1	38		30				4	103	dmg-min		5	8									lred	jewl												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	3		2				4	104	dmg-max		1	2									lred	lcha												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	10		7				4	104	dmg-max		3	4									lred	lcha												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	17		12				4	104	dmg-max		5	6									lred	lcha												0	0
Forked		分叉	最大伤害7-8	100	0	1	25		18				4	104	dmg-max		7	8									lred	lcha												0	0
Forked		分叉	最大伤害7-8	100	0	1	32		24				4	104	dmg-max		9	10									lred	lcha												0	0
Serrated		锯齿	最大伤害11-12	100	0		39		31				4	104	dmg-max		11	12									lred	lcha												0	0
Serrated		锯齿	最大伤害11-12	100	0		47		39				4	104	dmg-max		13	14									lred	lcha												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	10		7				4	104	dmg-max		1	1									lred	mcha												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	20		15				4	104	dmg-max		2	2									lred	mcha												0	0
Forked		分叉	最大伤害7-8	100	0	1	30		22				4	104	dmg-max		3	3									lred	mcha												0	0
Forked		分叉	最大伤害7-8	100	0	1	40		32				4	104	dmg-max		4	5									lred	mcha												0	0
Serrated		锯齿	最大伤害11-12	100	0		50		42				4	104	dmg-max		6	7									lred	mcha												0	0
Jagged		锯齿	最大伤害1-2	100	0	1	23		17				4	104	dmg-max		1	1									lred	scha												0	0
Forked		分叉	最大伤害7-8	100	0	1	38		30				4	104	dmg-max		2	2									lred	scha												0	0
Serrated		锯齿	最大伤害11-12	100	0		53		45				4	104	dmg-max		3	3									lred	scha												0	0
Carbuncle		红玉	最大伤害1-5	100	1	1	12		9				4	104	dmg-max		1	5									lred	jewl												0	0
Carmine		胭脂	最大伤害6-9	100	1	1	35		27				4	104	dmg-max		6	9									lred	jewl												0	0
Vermillion		朱砂	最大伤害11-15	100	1		58		50				4	104	dmg-max		11	15									lred	jewl												0	0
Jagged		锯齿	最大伤害1-2	1	1	1	1	15	1				9	105	dmg%		10	20									lred	weap	circ						staf	wand	orb			0	0
Deadly		致命	伤害21%-30%	1	1	1	5	20	3				9	105	dmg%		21	30									lred	weap	circ						staf	wand	orb			0	0
Vicious		恶毒	伤害31%-40%	1	1	1	8	25	6				8	105	dmg%		31	40									lred	weap							staf	wand	orb			0	0
Brutal		残酷	伤害41%-50%	1	1	1	14	30	10				8	105	dmg%		41	50									lred	weap							staf	wand	orb			0	0
Massive		稳重	伤害51%-65%	1	1	1	20	35	15				7	105	dmg%		51	65									lred	weap							staf	wand	orb			0	0
Savage		野蛮	伤害66%-80%	1	1	1	26		19				7	105	dmg%		66	80									lred	weap							staf	wand	orb			0	0
Merciless		绝情	伤害81%-100%	1	1	1	32		24				6	105	dmg%		81	100									lred	weap							staf	wand	orb			0	0
Ferocious		凶暴	伤害101%-200%	100	1	1	41		33				6	105	dmg%		101	200									lred	weap							staf	wand	orb			0	0
Cruel		残忍	伤害201%-300%	100	1		51		43				5	105	dmg%		201	300									lred	weap							staf	wand	orb			0	0
Cinnabar		朱红	伤害5%-10%	100	1	1	1		1				4	105	dmg%		5	10									lred	jewl												0	0
Rusty		铁锈	伤害11%-20%	100	1	1	13		9				4	105	dmg%		11	20									lred	jewl												0	0
Realgar		雄黄	伤害21%-30%	100	1	1	45		37				4	105	dmg%		21	30									lred	jewl												0	0
Ruby		红宝石	伤害31%-40%	100	1		66		58				4	105	dmg%		31	40									lred	jewl												0	0
Vulpine		奸诈	受损生命转法力7%-12%	1	1	1	9		6				3	107	dmg-to-mana		7	12									lred	shld	amul	orb	staf									0	0
Dun		暗褐	受损生命转法力7%-12%	100	1	1	7		5				3	107	dmg-to-mana		7	12									lred	jewl												0	0
Tireless		不倦	耐力恢复25%	1	1	1	6		4				4	108	regen-stam		25	25									lred	boot												0	0
Tireless		不倦	耐力恢复25%	100	1	1	14		10				4	108	regen-stam		50	50									lred	boot												0	0
Brown		棕色	耐力恢复10%-15%	100	1	1	39		31				4	108	regen-stam		10	15									lred	jewl												0	0
Rugged		凹凸	耐力12-24	100	1	1	1		1				4	109	stam		12	24									lred	lcha												0	0
Rugged		凹凸	耐力12-24	100	1	1	7		5				4	109	stam		25	36									lred	lcha												0	0
Rugged		凹凸	耐力12-24	100	1	1	21		15				4	109	stam		37	50									lred	lcha												0	0
Rugged		凹凸	耐力12-24	100	1	1	1						4	109	stam		8	16									lred	mcha													
Rugged		凹凸	耐力12-24	100	1	1	7		5				4	109	stam		17	25									lred	mcha												0	0
Rugged		凹凸	耐力12-24	100	1	1	21		15				4	109	stam		26	32									lred	mcha												0	0
Rugged		凹凸	耐力12-24	100	1	1	1						4	109	stam		4	8									lred	scha													
Rugged		凹凸	耐力12-24	100	1	1	21		15				4	109	stam		9	16									lred	scha												0	0
Rugged		凹凸	耐力12-24	1	1	1	1		1				4	109	stam		5	10									lred	boot	glov	belt	ring	amul	circ							0	0
Rugged		凹凸	耐力12-24	1	1	1	8		6				4	109	stam		11	20									lred	boot	belt											0	0
Rugged		凹凸	耐力12-24	1	1	1	8		6				4	109	stam		11	20									lred	ring	amul	circ										0	0
Vigorous		活力	耐力21-30	100	1	1	16		12				4	109	stam		21	30									lred	boot	belt											0	0
Chestnut		栗色	耐力10-15	100	1	1	1		1				4	109	stam		10	15									lred	jewl												0	0
Maroon		茶色	耐力16-25	100	1	1	17		12				4	109	stam		16	25									lred	jewl												0	0
Bronze		青铜	命中6-12	100	1	1	1		1				4	110	att		6	12									lred	lcha												0	0
Bronze		青铜	命中6-12	100	1	1	7		5				4	110	att		13	27									lred	lcha												0	0
Bronze		青铜	命中6-12	100	1	1	13		9				4	110	att		28	42									lred	lcha												0	0
Iron		铁	命中43-57	100	1	1	19		14				4	110	att		43	57									lred	lcha												0	0
Iron		铁	命中43-57	100	1	1	25		18				4	110	att		58	72									lred	lcha												0	0
Iron		铁	命中43-57	100	1	1	31		23				4	110	att		73	87									lred	lcha												0	0
Steel		钢	命中88-102	100	1		37		29				4	110	att		88	102									lred	lcha												0	0
Steel		钢	命中88-102	100	1		43		35				4	110	att		103	117									lred	lcha												0	0
Steel		钢	命中88-102	100	1		49		41				4	110	att		118	132									lred	lcha												0	0
Bronze		青铜	命中6-12	100	1	1	1		1				4	110	att		4	8									lred	mcha												0	0
Bronze		青铜	命中6-12	100	1	1	7		5				4	110	att		6	12									lred	mcha												0	0
Bronze		青铜	命中6-12	100	1	1	16		12				4	110	att		13	25									lred	mcha												0	0
Iron		铁	命中43-57	100	1	1	25		18				4	110	att		26	38									lred	mcha												0	0
Iron		铁	命中43-57	100	1	1	34		26				4	110	att		39	51									lred	mcha												0	0
Steel		钢	命中88-102	100	1		43		36				4	110	att		52	64									lred	mcha												0	0
Steel		钢	命中88-102	100	1		52		44				4	110	att		65	77									lred	mcha												0	0
Bronze		青铜	命中6-12	100	1	1	1		1				4	110	att		2	4									lred	scha												0	0
Bronze		青铜	命中6-12	100	1	1	21		15				4	110	att		6	12									lred	scha												0	0
Iron		铁	命中43-57	100	1	1	39		31				4	110	att		13	24									lred	scha												0	0
Steel		钢	命中88-102	100	1		57		49				4	110	att		25	36									lred	scha												0	0
Bronze		青铜	命中6-12	1	1	1	1	15	1				8	110	att		10	20									lred	weap	ring	glov	amul	circ			staf	wand	orb			0	0
Iron		铁	命中43-57	1	1	1	4	20	3				8	110	att		21	40									lred	weap	ring	circ					staf	wand	orb			0	0
Steel		钢	命中88-102	1	1	1	8	25	6				7	110	att		41	60									lred	weap	ring	circ					staf	wand	orb			0	0
Silver		银	命中61-80	1	1	1	12	30	9				7	110	att		61	80									lred	weap	ring	circ					staf	wand	orb			0	0
Gold		金	命中81-100	1	1	1	17	35	12				6	110	att		81	100									lred	weap	ring	circ					staf	wand	orb			0	0
Platinum		白金	命中101-120	1	1	1	22		16				6	110	att		101	120									lred	weap	ring	circ					staf	wand	orb			0	0
Meteoric		陨铁	命中121-150	1	1	1	27		20				5	110	att		121	150									lred	weap							staf	wand	orb			0	0
Strange		奇怪	命中151-300	100	1	1	32		24				5	110	att		151	300									lred	weap							staf	wand	orb			0	0
Weird		怪异	命中301-450	100	1		37		27				4	110	att		301	450									lred	weap							staf	wand	orb			0	0
Nickel		镍	命中10-20	100	1	1	1		1				4	110	att		10	20									lred	jewl												0	0
Tin		锡	命中21-40	100	1	1	8		6				4	110	att		21	40									lred	jewl												0	0
Silver		银	命中61-80	100	1	1	25		18				4	110	att		41	60									lred	jewl												0	0
Argent		银色	命中61-100	100	1		44		36				4	110	att		61	100									lred	jewl												0	0
Fine		精良	命中10-20，最大伤害1-3	100	1	1	15		11				4	111	att		10	20	dmg-max		1	3					lred	lcha												0	0
Fine		精良	命中10-20，最大伤害1-3	100	1	1	22		16				4	111	att		21	48	dmg-max		4	6					lred	lcha												0	0
Sharp		尖锐	命中49-76，最大伤害7-10	100	1	1	29		21				4	111	att		49	76	dmg-max		7	10					lred	lcha												0	0
Fine		精良	命中10-20，最大伤害1-3	100	1	1	19		14				4	111	att		10	20	dmg-max		1	3					lred	mcha												0	0
Sharp		尖锐	命中49-76，最大伤害7-10	100	1	1	28		21				4	111	att		21	48	dmg-max		4	6					lred	mcha												0	0
Fine		精良	命中10-20，最大伤害1-3	100	1		28		21				4	111	att		10	20	dmg-max		1	3					lred	scha												0	0
Sharp		尖锐	命中49-76，最大伤害7-10	1	1	1	5	20	3				9	111	att		10	20	dmg%		10	20					lred	weap							staf	wand	orb			0	0
Fine		精良	命中10-20，最大伤害1-3	1	1	1	12	25	9				9	111	att		21	40	dmg%		21	30					lred	weap							staf	wand	orb			0	0
Warrior's		战士	命中41-60，最大伤害31%-40%	1	1	1	19	30	13				8	111	att		41	60	dmg%		31	40					lred	weap							staf	wand	orb			0	0
Soldier's		士兵	命中61-80，最大伤害41%-50%	1	1	1	27	35	19				8	111	att		61	80	dmg%		41	50					lred	weap							staf	wand	orb			0	0
Knight's		骑士	命中81-100，最大伤害51%-65%	1	1	1	38	40	30				7	111	att		81	100	dmg%		51	65					lred	weap	tors						staf	wand	orb			0	0
Lord's		君王	命中101-120，最大伤害66%-80%	1	1	1	47		39				6	111	att		101	120	dmg%		66	80					lred	weap	tors						staf	wand	orb			0	0
King's		国王	命中121-150，最大伤害81%-100%	1	1	1	56		48				5	111	att		121	150	dmg%		81	100					lred	weap	tors						staf	wand	orb			0	0
Master's		大师	命中151-250，最大伤害101%-150%	100	1	1	56		48				5	111	att		151	250	dmg%		101	150					lred	weap							staf	wand	orb			0	0
Grandmaster's		宗师	命中251-300，最大伤害151%-200%	100	1		69		61				4	111	att		251	300	dmg%		151	200					lred	weap							staf	wand	orb			0	0
Glimmering		微光	照明1	1	1	1	1		1				1	112	light		1	1									lred	wand	staf	ring	amul	orb								0	0
Glowing		发光	照明2	1	1	1	6		4				1	112	light		2	2									lred	wand	staf	ring	amul	orb								0	0
Bright		光明	照明1，命中10	100	1	1	1		1				1	112	light		1	1	att		10	10					lred	jewl												0	0
Screaming		尖叫	击中逃跑25%	100	1	1	10		7				3	113	howl		32	32									lred	miss							miss	swor	axe	pole	spea	0	0
Howling		咆哮	击中逃跑50%	1	1	1	16		12				3	113	howl		64	64									lred	miss							miss	swor	axe	pole	spea	0	0
Wailing		嚎哭	击中逃跑100%	100	1	1	20		13				3	113	howl		128	128									lred	miss							miss	swor	axe	pole	spea	0	0
Screaming		尖叫	击中逃跑25%	100	1	1	10		7				4	113	howl		16	16									lred	miss												0	0
Howling		咆哮	击中逃跑50%	100	1	1	16		12				4	113	howl		24	24									lred	miss												0	0
Wailing		嚎哭	击中逃跑100%	100	1		24		18				4	113	howl		32	32									lred	miss												0	0
Lucky		幸运	寻宝1%-4%	100	1	1	21						4	114	mag%		1	6									lred	lcha												0	0
Lucky		幸运	寻宝1%-4%	100	1		38						4	114	mag%		7	10									lred	lcha												0	0
Lucky		幸运	寻宝1%-4%	100	1		55						4	114	mag%		12	18									lred	lcha												0	0
Lucky		幸运	寻宝1%-4%	100	1	1	34						4	114	mag%		1	1									lred	mcha												0	0
Lucky		幸运	寻宝1%-4%	100	1		53						4	114	mag%		3	4									lred	mcha												0	0
Lucky		幸运	寻宝1%-4%	100	1		51						4	114	mag%		6	9									lred	mcha												0	0
Felicitous		得体	寻宝5%-10%	100	1	1	5		3				4	114	mag%		10	20									lred	ring	amul	circ										0	0
